Row Labels	Day 5- 23C (Silo 9)/sum*100	Day 5- 29C (Silo 8)/sum*100	Day 8- 23C (Silo 9)/sum*100	Day 8- 29C (Silo 8)/sum*100
CGI_10003469	0	78	0	22
CGI_10019513	1	1	97	1
CGI_10017498	0	43	0	57
CGI_10008448	0	83	17	0
CGI_10008950	0	31	24	44
CGI_10023601	0	53	0	47
CGI_10009369	0	29	17	54
CGI_10011447	19	0	81	0
CGI_10002909	99	1	0	0
CGI_10019136	0	1	0	99
CGI_10013318	0	1	98	1
CGI_10009215	1	3	44	52
CGI_10017863	0	47	0	53
CGI_10002243	51	47	0	1
CGI_10002361	5	33	9	53
CGI_10004665	97	1	0	1
CGI_10025758	0	32	20	48
CGI_10025807	29	33	15	23
CGI_10012824	23	4	37	36
CGI_10008273	2	31	29	38
CGI_10026290	0	4	51	45
CGI_10012180	3	9	35	53
CGI_10020909	5	0	0	94
CGI_10026654	94	3	1	2
CGI_10013986	0	44	14	42
CGI_10001157	18	27	9	46
CGI_10010470	18	27	9	46
CGI_10021628	21	27	51	2
CGI_10016333	2	5	3	89
CGI_10013732	0	100	0	0
CGI_10006215	18	74	1	7
CGI_10024102	0	3	95	2
CGI_10023438	0	73	25	2
CGI_10022757	1	66	31	2
CGI_10008827	21	1	0	78
CGI_10017225	39	2	2	57
CGI_10007211	0	1	0	99
CGI_10004575	96	2	1	2
CGI_10018695	0	48	0	52
CGI_10006934	1	51	1	47
CGI_10005776	2	91	3	5
CGI_10003617	97	1	1	1
CGI_10018519	9	35	0	55
CGI_10020370	0	52	1	47
CGI_10019585	0	35	33	32
CGI_10001568	5	95	0	0
CGI_10025130	0	99	0	1
CGI_10004786	1	7	86	6
CGI_10023637	45	44	6	5
CGI_10003941	0	3	44	53
CGI_10010186	0	73	0	27
CGI_10023134	0	73	0	27
CGI_10021468	62	11	19	9
CGI_10010711	1	4	91	4
CGI_10010015	1	8	3	88
CGI_10009860	92	2	3	3
CGI_10011710	92	2	3	3
CGI_10021643	92	2	3	3
CGI_10021640	0	98	0	1
CGI_10011054	94	4	1	2
CGI_10022445	3	6	88	4
CGI_10000121	97	1	1	1
CGI_10026542	97	2	0	1
CGI_10027265	1	98	1	1
CGI_10004982	0	55	43	2
CGI_10007526	0	55	43	2
CGI_10003866	0	48	11	41
CGI_10022507	14	84	1	1
CGI_10022794	7	31	60	1
CGI_10011713	0	22	76	1
CGI_10016507	0	1	0	99
CGI_10026966	3	39	23	35
CGI_10020630	92	3	3	2
CGI_10022545	0	1	1	98
CGI_10022795	1	91	5	3
CGI_10025487	21	7	40	33
CGI_10025488	21	7	40	33
CGI_10002965	85	7	3	5
CGI_10019605	1	1	1	97
CGI_10000683	1	23	29	47
CGI_10005690	4	11	4	82
CGI_10007770	37	1	0	62
CGI_10009774	37	1	0	62
CGI_10020556	88	9	3	0
CGI_10013765	1	36	10	53
CGI_10001026	7	11	48	34
CGI_10021056	0	98	0	2
CGI_10024587	4	28	67	2
CGI_10014210	57	2	1	40
CGI_10002654	22	5	35	38
CGI_10001522	3	3	93	0
CGI_10016389	19	34	10	37
CGI_10020695	44	7	44	5
CGI_10027054	0	58	19	23
CGI_10022063	0	93	1	5
CGI_10005414	0	3	95	2
CGI_10016377	96	2	0	1
CGI_10007070	1	1	96	2
CGI_10015686	56	1	43	0
CGI_10012692	0	99	0	0
CGI_10008906	2	91	2	5
CGI_10008911	2	91	2	5
CGI_10003958	0	1	33	66
CGI_10004467	0	78	0	22
CGI_10003604	1	3	94	2
CGI_10002840	0	12	20	68
CGI_10005713	0	12	20	68
CGI_10003943	0	1	0	98
CGI_10008445	2	93	2	3
CGI_10021347	54	1	45	1
CGI_10026789	32	67	1	1
CGI_10018952	2	1	0	97
CGI_10001200	0	100	0	0
CGI_10023567	9	64	13	14
CGI_10028647	38	14	26	21
CGI_10003967	2	38	58	1
CGI_10023513	22	8	15	55
CGI_10005328	2	25	2	72
CGI_10026123	90	5	0	5
CGI_10006398	47	20	15	18
CGI_10007826	47	20	15	18
CGI_10025447	2	4	91	2
CGI_10005561	3	72	20	5
CGI_10014167	92	2	2	4
CGI_10025572	92	2	2	4
CGI_10001572	18	28	30	24
CGI_10016608	85	9	2	4
CGI_10005908	1	16	6	78
CGI_10006333	0	29	36	35
CGI_10020923	24	26	27	24
CGI_10007041	36	35	6	23
CGI_10009647	3	37	1	58
CGI_10002999	32	37	23	9
CGI_10007576	43	7	49	0
CGI_10001563	2	81	6	12
CGI_10018766	47	6	40	7
CGI_10027697	1	93	3	3
CGI_10028622	21	34	26	18
CGI_10001070	11	26	21	42
CGI_10003593	22	19	36	23
CGI_10018174	8	28	15	48
CGI_10010438	97	0	2	1
CGI_10004884	14	47	18	21
CGI_10020341	21	33	15	30
CGI_10011723	12	45	15	29
CGI_10021161	1	40	13	46
CGI_10006105	20	30	34	16
CGI_10009824	6	55	2	38
CGI_10007893	22	34	12	33
CGI_10010636	29	26	25	20
CGI_10003191	0	95	1	4
CGI_10028786	9	40	24	27
CGI_10016816	6	46	17	30
CGI_10017607	62	13	7	18
CGI_10012364	1	58	4	37
CGI_10016834	9	34	27	31
CGI_10022261	9	34	27	31
CGI_10002990	1	51	9	40
CGI_10026591	1	31	32	36
CGI_10013306	58	20	7	15
CGI_10015021	32	25	21	22
CGI_10018233	2	42	23	33
CGI_10004110	3	31	20	46
CGI_10004111	3	31	20	46
CGI_10022853	3	32	17	49
CGI_10011810	6	43	17	33
CGI_10008242	7	39	17	36
CGI_10001447	17	27	26	30
CGI_10004227	16	30	23	31
CGI_10013758	9	42	21	27
CGI_10008014	6	45	13	36
CGI_10003854	23	34	17	26
CGI_10012480	0	12	79	9
CGI_10012481	0	12	79	9
CGI_10027098	1	52	5	42
CGI_10003104	4	40	23	33
CGI_10003105	4	40	23	33
CGI_10009239	17	39	18	27
CGI_10014330	0	34	15	51
CGI_10026226	15	7	76	1
CGI_10011058	9	45	20	25
CGI_10019914	51	19	11	18
CGI_10019147	22	27	21	29
CGI_10010097	23	33	18	26
CGI_10017691	11	31	31	27
CGI_10022072	0	52	11	37
CGI_10006273	3	45	18	34
CGI_10003812	2	47	10	41
CGI_10010633	7	37	16	39
CGI_10016857	20	24	29	26
CGI_10002067	32	25	39	4
CGI_10009359	32	25	39	4
CGI_10004098	16	46	16	22
CGI_10013938	2	42	28	28
CGI_10004664	6	45	14	34
CGI_10017726	17	34	35	13
CGI_10022619	14	42	9	34
CGI_10015607	15	25	34	26
CGI_10004918	2	60	15	23
CGI_10024629	5	32	25	38
CGI_10017126	12	35	17	36
CGI_10011906	14	32	17	36
CGI_10013953	12	41	18	28
CGI_10020485	28	34	11	28
CGI_10015003	0	50	4	46
CGI_10008271	1	30	23	45
CGI_10026480	14	44	19	24
CGI_10024185	27	39	6	28
CGI_10011159	15	36	16	33
CGI_10014938	13	22	37	28
CGI_10009104	10	39	24	27
CGI_10010427	19	37	11	32
CGI_10017966	21	34	10	35
CGI_10023055	64	11	21	4
CGI_10006550	40	21	23	16
CGI_10027134	27	0	71	2
CGI_10003410	8	45	6	41
CGI_10020563	4	59	3	34
CGI_10024655	9	50	9	32
CGI_10018226	0	56	9	35
CGI_10006120	6	54	6	34
CGI_10024919	0	51	7	42
CGI_10022661	4	40	13	42
CGI_10018763	9	38	16	37
CGI_10008243	6	38	24	33
CGI_10004925	6	50	10	35
CGI_10009125	0	44	2	54
CGI_10017207	10	23	46	21
CGI_10009963	73	3	21	3
CGI_10025153	16	49	0	36
CGI_10017548	10	41	0	49
CGI_10009784	0	68	9	23
CGI_10020230	0	68	9	23
CGI_10016358	10	41	19	29
CGI_10004397	3	53	7	37
CGI_10011749	0	42	50	8
CGI_10016854	4	54	17	25
CGI_10026280	0	43	7	50
CGI_10004399	4	11	22	62
CGI_10016288	4	57	5	34
CGI_10020952	0	66	14	20
Sum of Area				
