PROTID	PROTLEN	ISFWD	DEFLINE	NUMXML	ALL_ID	MAXPW	ALL_PW	ALL_LOCALPW	MAXINIPROB	WT_MAXINIPROB	MAXINIPROBUNIQ	ALL_NUMPEPSTOT	ALL_NUMPEPSUNIQ	ALL_NUMSPECSTOT	ALL_NUMSPECSUNIQ	X2014_AUG_18_QE15B_ID	X2014_AUG_18_QE15B_PW	X2014_AUG_18_QE15B_NUMPEPSTOT	X2014_AUG_18_QE15B_NUMPEPSUNIQ	X2014_AUG_18_QE15B_NUMSPECSTOT	X2014_AUG_18_QE15B_TOTNSAF	X2014_AUG_18_QE15B_NUMSPECSUNIQ	X2014_AUG_18_QE15B_UNIQNSAF	X2014_AUG_18_QE15B_NUMSPECSADJ	X2014_AUG_18_QE15B_ADJNSAF	X2014_AUG_18_QE16_ID	X2014_AUG_18_QE16_PW	X2014_AUG_18_QE16_NUMPEPSTOT	X2014_AUG_18_QE16_NUMPEPSUNIQ	X2014_AUG_18_QE16_NUMSPECSTOT	X2014_AUG_18_QE16_TOTNSAF	X2014_AUG_18_QE16_NUMSPECSUNIQ	X2014_AUG_18_QE16_UNIQNSAF	X2014_AUG_18_QE16_NUMSPECSADJ	X2014_AUG_18_QE16_ADJNSAF	X2014_AUG_18_QE17_ID	X2014_AUG_18_QE17_PW	X2014_AUG_18_QE17_NUMPEPSTOT	X2014_AUG_18_QE17_NUMPEPSUNIQ	X2014_AUG_18_QE17_NUMSPECSTOT	X2014_AUG_18_QE17_TOTNSAF	X2014_AUG_18_QE17_NUMSPECSUNIQ	X2014_AUG_18_QE17_UNIQNSAF	X2014_AUG_18_QE17_NUMSPECSADJ	X2014_AUG_18_QE17_ADJNSAF	X2014_AUG_18_QE18_ID	X2014_AUG_18_QE18_PW	X2014_AUG_18_QE18_NUMPEPSTOT	X2014_AUG_18_QE18_NUMPEPSUNIQ	X2014_AUG_18_QE18_NUMSPECSTOT	X2014_AUG_18_QE18_TOTNSAF	X2014_AUG_18_QE18_NUMSPECSUNIQ	X2014_AUG_18_QE18_UNIQNSAF	X2014_AUG_18_QE18_NUMSPECSADJ	X2014_AUG_18_QE18_ADJNSAF	X2014_AUG_18_QE21_ID	X2014_AUG_18_QE21_PW	X2014_AUG_18_QE21_NUMPEPSTOT	X2014_AUG_18_QE21_NUMPEPSUNIQ	X2014_AUG_18_QE21_NUMSPECSTOT	X2014_AUG_18_QE21_TOTNSAF	X2014_AUG_18_QE21_NUMSPECSUNIQ	X2014_AUG_18_QE21_UNIQNSAF	X2014_AUG_18_QE21_NUMSPECSADJ	X2014_AUG_18_QE21_ADJNSAF	X2014_AUG_18_QE22_ID	X2014_AUG_18_QE22_PW	X2014_AUG_18_QE22_NUMPEPSTOT	X2014_AUG_18_QE22_NUMPEPSUNIQ	X2014_AUG_18_QE22_NUMSPECSTOT	X2014_AUG_18_QE22_TOTNSAF	X2014_AUG_18_QE22_NUMSPECSUNIQ	X2014_AUG_18_QE22_UNIQNSAF	X2014_AUG_18_QE22_NUMSPECSADJ	X2014_AUG_18_QE22_ADJNSAF	X2014_AUG_18_QE23_ID	X2014_AUG_18_QE23_PW	X2014_AUG_18_QE23_NUMPEPSTOT	X2014_AUG_18_QE23_NUMPEPSUNIQ	X2014_AUG_18_QE23_NUMSPECSTOT	X2014_AUG_18_QE23_TOTNSAF	X2014_AUG_18_QE23_NUMSPECSUNIQ	X2014_AUG_18_QE23_UNIQNSAF	X2014_AUG_18_QE23_NUMSPECSADJ	X2014_AUG_18_QE23_ADJNSAF	X2014_AUG_18_QE28_ID	X2014_AUG_18_QE28_PW	X2014_AUG_18_QE28_NUMPEPSTOT	X2014_AUG_18_QE28_NUMPEPSUNIQ	X2014_AUG_18_QE28_NUMSPECSTOT	X2014_AUG_18_QE28_TOTNSAF	X2014_AUG_18_QE28_NUMSPECSUNIQ	X2014_AUG_18_QE28_UNIQNSAF	X2014_AUG_18_QE28_NUMSPECSADJ	X2014_AUG_18_QE28_ADJNSAF	X2014_AUG_18_QE29_ID	X2014_AUG_18_QE29_PW	X2014_AUG_18_QE29_NUMPEPSTOT	X2014_AUG_18_QE29_NUMPEPSUNIQ	X2014_AUG_18_QE29_NUMSPECSTOT	X2014_AUG_18_QE29_TOTNSAF	X2014_AUG_18_QE29_NUMSPECSUNIQ	X2014_AUG_18_QE29_UNIQNSAF	X2014_AUG_18_QE29_NUMSPECSADJ	X2014_AUG_18_QE29_ADJNSAF	X2014_AUG_18_QE30_ID	X2014_AUG_18_QE30_PW	X2014_AUG_18_QE30_NUMPEPSTOT	X2014_AUG_18_QE30_NUMPEPSUNIQ	X2014_AUG_18_QE30_NUMSPECSTOT	X2014_AUG_18_QE30_TOTNSAF	X2014_AUG_18_QE30_NUMSPECSUNIQ	X2014_AUG_18_QE30_UNIQNSAF	X2014_AUG_18_QE30_NUMSPECSADJ	X2014_AUG_18_QE30_ADJNSAF	X2014_AUG_18_QE33_ID	X2014_AUG_18_QE33_PW	X2014_AUG_18_QE33_NUMPEPSTOT	X2014_AUG_18_QE33_NUMPEPSUNIQ	X2014_AUG_18_QE33_NUMSPECSTOT	X2014_AUG_18_QE33_TOTNSAF	X2014_AUG_18_QE33_NUMSPECSUNIQ	X2014_AUG_18_QE33_UNIQNSAF	X2014_AUG_18_QE33_NUMSPECSADJ	X2014_AUG_18_QE33_ADJNSAF	X2014_AUG_18_QE34_ID	X2014_AUG_18_QE34_PW	X2014_AUG_18_QE34_NUMPEPSTOT	X2014_AUG_18_QE34_NUMPEPSUNIQ	X2014_AUG_18_QE34_NUMSPECSTOT	X2014_AUG_18_QE34_TOTNSAF	X2014_AUG_18_QE34_NUMSPECSUNIQ	X2014_AUG_18_QE34_UNIQNSAF	X2014_AUG_18_QE34_NUMSPECSADJ	X2014_AUG_18_QE34_ADJNSAF	X2014_AUG_18_QE35_ID	X2014_AUG_18_QE35_PW	X2014_AUG_18_QE35_NUMPEPSTOT	X2014_AUG_18_QE35_NUMPEPSUNIQ	X2014_AUG_18_QE35_NUMSPECSTOT	X2014_AUG_18_QE35_TOTNSAF	X2014_AUG_18_QE35_NUMSPECSUNIQ	X2014_AUG_18_QE35_UNIQNSAF	X2014_AUG_18_QE35_NUMSPECSADJ	X2014_AUG_18_QE35_ADJNSAF	X2014_AUG_18_QE41_ID	X2014_AUG_18_QE41_PW	X2014_AUG_18_QE41_NUMPEPSTOT	X2014_AUG_18_QE41_NUMPEPSUNIQ	X2014_AUG_18_QE41_NUMSPECSTOT	X2014_AUG_18_QE41_TOTNSAF	X2014_AUG_18_QE41_NUMSPECSUNIQ	X2014_AUG_18_QE41_UNIQNSAF	X2014_AUG_18_QE41_NUMSPECSADJ	X2014_AUG_18_QE41_ADJNSAF	X2014_AUG_18_QE42_ID	X2014_AUG_18_QE42_PW	X2014_AUG_18_QE42_NUMPEPSTOT	X2014_AUG_18_QE42_NUMPEPSUNIQ	X2014_AUG_18_QE42_NUMSPECSTOT	X2014_AUG_18_QE42_TOTNSAF	X2014_AUG_18_QE42_NUMSPECSUNIQ	X2014_AUG_18_QE42_UNIQNSAF	X2014_AUG_18_QE42_NUMSPECSADJ	X2014_AUG_18_QE42_ADJNSAF	X2014_AUG_18_QE43_ID	X2014_AUG_18_QE43_PW	X2014_AUG_18_QE43_NUMPEPSTOT	X2014_AUG_18_QE43_NUMPEPSUNIQ	X2014_AUG_18_QE43_NUMSPECSTOT	X2014_AUG_18_QE43_TOTNSAF	X2014_AUG_18_QE43_NUMSPECSUNIQ	X2014_AUG_18_QE43_UNIQNSAF	X2014_AUG_18_QE43_NUMSPECSADJ	X2014_AUG_18_QE43_ADJNSAF	X2014_AUG_18_QE450_ID	X2014_AUG_18_QE450_PW	X2014_AUG_18_QE450_NUMPEPSTOT	X2014_AUG_18_QE450_NUMPEPSUNIQ	X2014_AUG_18_QE450_NUMSPECSTOT	X2014_AUG_18_QE450_TOTNSAF	X2014_AUG_18_QE450_NUMSPECSUNIQ	X2014_AUG_18_QE450_UNIQNSAF	X2014_AUG_18_QE450_NUMSPECSADJ	X2014_AUG_18_QE450_ADJNSAF	X2014_AUG_18_QE453_ID	X2014_AUG_18_QE453_PW	X2014_AUG_18_QE453_NUMPEPSTOT	X2014_AUG_18_QE453_NUMPEPSUNIQ	X2014_AUG_18_QE453_NUMSPECSTOT	X2014_AUG_18_QE453_TOTNSAF	X2014_AUG_18_QE453_NUMSPECSUNIQ	X2014_AUG_18_QE453_UNIQNSAF	X2014_AUG_18_QE453_NUMSPECSADJ	X2014_AUG_18_QE453_ADJNSAF	X2014_AUG_18_QE46_ID	X2014_AUG_18_QE46_PW	X2014_AUG_18_QE46_NUMPEPSTOT	X2014_AUG_18_QE46_NUMPEPSUNIQ	X2014_AUG_18_QE46_NUMSPECSTOT	X2014_AUG_18_QE46_TOTNSAF	X2014_AUG_18_QE46_NUMSPECSUNIQ	X2014_AUG_18_QE46_UNIQNSAF	X2014_AUG_18_QE46_NUMSPECSADJ	X2014_AUG_18_QE46_ADJNSAF	X2014_AUG_18_QE47_ID	X2014_AUG_18_QE47_PW	X2014_AUG_18_QE47_NUMPEPSTOT	X2014_AUG_18_QE47_NUMPEPSUNIQ	X2014_AUG_18_QE47_NUMSPECSTOT	X2014_AUG_18_QE47_TOTNSAF	X2014_AUG_18_QE47_NUMSPECSUNIQ	X2014_AUG_18_QE47_UNIQNSAF	X2014_AUG_18_QE47_NUMSPECSADJ	X2014_AUG_18_QE47_ADJNSAF	X2014_AUG_18_QE54_ID	X2014_AUG_18_QE54_PW	X2014_AUG_18_QE54_NUMPEPSTOT	X2014_AUG_18_QE54_NUMPEPSUNIQ	X2014_AUG_18_QE54_NUMSPECSTOT	X2014_AUG_18_QE54_TOTNSAF	X2014_AUG_18_QE54_NUMSPECSUNIQ	X2014_AUG_18_QE54_UNIQNSAF	X2014_AUG_18_QE54_NUMSPECSADJ	X2014_AUG_18_QE54_ADJNSAF	X2014_AUG_18_QE55_ID	X2014_AUG_18_QE55_PW	X2014_AUG_18_QE55_NUMPEPSTOT	X2014_AUG_18_QE55_NUMPEPSUNIQ	X2014_AUG_18_QE55_NUMSPECSTOT	X2014_AUG_18_QE55_TOTNSAF	X2014_AUG_18_QE55_NUMSPECSUNIQ	X2014_AUG_18_QE55_UNIQNSAF	X2014_AUG_18_QE55_NUMSPECSADJ	X2014_AUG_18_QE55_ADJNSAF
SRR493637.96468.2_6	169	1	F5WBQHT02GEEZO.2 length=508	22	783-bh	1.0	1.0	1.0	0.999	1.0	0.999	25	25	901	901	315-c	1.0	17	2	38	80.3075	4	88.7722	11	164.4909	358-t	1.0	16	2	38	78.6579	5	113.3122	11	163.8579	337-az	0.9987	15	1	32	58.6691	1	19.8881	4	53.0051	376-id	0.0	11	0	22	54.8456	0	0.0	0	0.0	320-d	1.0	19	2	46	95.4281	5	103.0941	12	163.4342	545-g	1.0	18	2	45	82.7791	3	56.8208	9	112.4844	377-s	0.9999	10	1	26	54.2438	1	22.2838	5	71.9432	534-v	1.0	16	2	39	89.4565	3	62.5975	9	126.5124	313-x	1.0	17	2	39	78.9408	5	89.8758	8	96.3107	532-q	1.0	15	2	32	85.9303	3	70.8241	8	125.9688	358-t	0.9999	14	1	28	57.0158	1	19.2177	3	38.3728	487-w	1.0	19	2	42	88.4829	4	76.0818	8	98.5226	634-ao	0.9996	15	1	34	86.9086	1	19.3858	2	26.815	502-h	1.0	15	2	161	318.0324	3	62.8131	19	259.1471	500-n	1.0	16	2	41	103.231	5	102.7237	11	156.3917	390-an	0.9956	10	1	22	53.9172	1	22.0594	1	15.4724	534-iq	0.0	10	0	28	55.743	0	0.0	0	0.0	423-m	1.0	15	1	36	96.4309	1	18.8625	4	53.6814	347-y	1.0	16	2	41	80.6757	3	59.7568	9	118.8676	397-p	1.0	18	2	45	86.171	5	100.3197	11	144.8951	403-w	0.9998	13	1	27	64.1896	2	38.2258	5	63.4077	552-d	1.0	18	2	39	80.5581	3	52.8042	8	95.9151
SRR493637.130091.2_5	194	1	F5WBQHT02HS2KZ.2 length=585	22	783-bi	1.0	1.0	1.0	0.999	1.0	0.999	59	59	1301	1301	315-hg	0.0	25	0	60	110.4609	0	0.0	0	0.0	358-ay	0.9988	34	1	70	126.2239	1	19.742	1	12.9766	337-bh	0.9916	29	1	67	107.0088	1	17.3252	1	11.5436	376-x	0.9997	21	1	49	106.4143	1	19.2877	1	13.4317	320-y	1.0	26	2	71	128.3104	3	53.8852	5	59.3221	545-aa	0.9998	30	1	77	123.3912	1	16.4995	1	10.8877	377-t	0.9998	26	2	61	110.8643	2	38.8244	4	50.1378	534-x	1.0	25	2	63	125.8847	2	36.3539	4	48.9819	313-ac	1.0	33	2	71	125.193	2	31.3175	3	31.4623	532-bd	0.9974	22	1	55	128.6602	1	20.5657	2	27.4339	358-x	0.9998	23	1	55	97.563	2	33.4824	2	22.2853	487-aj	0.9999	32	1	75	137.6437	1	16.5694	3	32.1849	634-n	1.0	27	2	60	133.6042	2	33.7753	4	46.7189	502-ay	0.9975	28	1	71	122.1768	1	18.2395	3	35.645	500-v	0.9999	33	1	68	149.1489	2	35.7944	4	49.5411	390-u	0.9998	23	1	50	106.748	2	38.4334	3	40.4356	534-hc	0.0	23	0	58	100.5877	0	0.0	0	0.0	423-gl	0.0	22	0	48	112.0056	0	0.0	0	0.0	347-t	1.0	30	2	73	125.1315	3	52.0562	6	69.0331	397-bm	0.9935	28	1	76	126.779	1	17.4784	1	11.4748	403-gz	0.0	22	0	50	103.5513	0	0.0	0	0.0	552-ac	1.0	28	2	65	116.9615	2	30.6663	3	31.3331
SRR493637.205685.2_1	178	1	F5X2MQL02GM1AJ.2 length=533	22	783-bj	1.0	1.0	1.0	0.999	1.0	0.999	108	108	2169	2169	315-ah	0.9998	53	1	105	210.6825	1	21.0709	2	28.3953	358-af	0.9998	54	1	111	218.1465	1	21.5166	3	42.429	337-af	0.9998	55	1	114	198.441	1	18.8825	2	25.1626	376-u	0.9997	50	1	94	222.4916	2	42.0428	12	175.6681	320-r	1.0	53	3	94	185.1455	3	58.7289	13	168.1016	545-o	1.0	57	3	128	223.5554	4	71.9305	27	320.391	377-v	0.9998	51	1	104	206.0047	1	21.1571	5	68.3057	534-ao	0.9999	45	1	90	196.0002	1	19.8108	3	40.0386	313-ad	1.0	44	2	100	192.1779	2	34.1326	4	45.7205	532-py	0.0	42	0	85	216.7116	0	0.0	0	0.0	358-af	0.9997	48	1	97	187.5323	1	18.2461	4	48.5768	487-bk	0.9964	44	1	100	200.0216	1	18.0587	4	46.7706	634-qm	0.0	41	0	78	189.2977	0	0.0	0	0.0	502-rn	0.0	46	0	87	163.1667	0	0.0	0	0.0	500-rn	0.0	57	0	95	227.0997	0	0.0	0	0.0	390-rc	0.0	47	0	82	190.8031	0	0.0	0	0.0	534-f	1.0	57	4	108	204.1374	5	103.7775	31	424.965	423-v	0.9999	38	1	70	178.0239	2	35.8175	6	76.4508	347-rj	0.0	56	0	110	205.5031	0	0.0	0	0.0	397-al	0.9999	52	1	109	198.1718	1	19.0495	2	25.0125	403-z	0.9998	53	1	98	221.2043	2	36.2931	4	48.1614	552-al	0.9999	46	1	106	207.8822	1	16.7114	4	45.5327
SRR493637.22807.2_5	168	1	F5WBQHT01ERM3H.2 length=506	22	783-bk	1.0	1.0	1.0	0.999	1.0	0.999	61	61	3459	3459	315-be	0.9868	35	1	348	739.8251	1	22.3252	13	195.5554	358-aa	0.9999	37	2	266	553.8824	2	45.5947	24	359.6362	337-u	1.0	33	2	339	625.2258	3	60.0195	35	466.5557	376-ls	0.0	30	0	96	240.7508	0	0.0	0	0.0	320-ml	0.0	37	0	226	471.6332	0	0.0	0	0.0	545-tx	0.0	38	0	263	486.6779	0	0.0	0	0.0	377-td	0.0	26	0	112	235.0566	0	0.0	0	0.0	534-bd	0.9992	30	1	160	369.1855	1	20.99	4	56.5624	313-bh	0.9974	36	1	153	311.5341	2	36.1643	7	84.7735	532-t	1.0	29	2	107	289.0398	2	47.4971	9	142.5585	358-ta	0.0	37	0	192	393.293	0	0.0	0	0.0	487-ac	1.0	37	2	151	320.0107	2	38.2674	6	74.3318	634-sl	0.0	34	0	85	218.5648	0	0.0	0	0.0	502-bg	0.9883	29	1	212	421.2683	1	21.0623	22	301.8512	500-be	0.9936	31	1	110	278.6097	2	41.3341	9	128.7185	390-te	0.0	25	0	65	160.2491	0	0.0	0	0.0	534-ac	0.9997	33	1	92	184.2457	1	21.991	3	43.5736	423-ld	0.0	28	0	68	183.2314	0	0.0	0	0.0	347-bh	0.9975	37	1	110	217.7354	1	20.0375	6	79.7167	397-ms	0.0	35	0	117	225.3782	0	0.0	0	0.0	403-ly	0.0	32	0	75	179.3657	0	0.0	0	0.0	552-lt	0.0	34	0	99	205.7109	0	0.0	0	0.0
SRR493637.125668.2_3	166	1	F5WBQHT02HJQDP.2 length=502	22	783-bl	1.0	1.0	1.0	0.999	1.0	0.999	73	73	1431	1431	315-gf	0.0	27	0	61	131.2444	0	0.0	0	0.0	358-ak	0.9997	36	1	75	158.0514	2	46.144	3	45.4961	337-ad	0.9998	36	1	77	143.7239	2	40.4951	2	26.9815	376-fp	0.0	32	0	61	154.8202	0	0.0	0	0.0	320-ar	0.9998	35	1	82	173.1853	2	41.9829	4	55.4626	545-gm	0.0	38	0	84	157.3136	0	0.0	0	0.0	377-ai	0.9966	35	1	71	150.8044	1	22.6866	2	29.2974	534-ax	0.9998	35	1	79	184.4816	1	21.2429	1	14.311	313-gf	0.0	37	0	78	160.7348	0	0.0	0	0.0	532-gd	0.0	27	0	60	164.0312	0	0.0	0	0.0	358-gb	0.0	29	0	60	124.3848	0	0.0	0	0.0	487-gm	0.0	36	0	78	167.2951	0	0.0	0	0.0	634-ac	0.9999	32	1	66	171.7538	1	19.7362	2	27.2996	502-ac	0.9998	37	1	81	162.8955	1	21.3161	3	41.6574	500-ak	0.9998	38	1	72	184.5599	1	20.916	1	14.4744	390-av	0.9845	35	1	62	154.6946	1	22.4581	2	31.504	534-fz	0.0	33	0	68	137.8223	0	0.0	0	0.0	423-fk	0.0	33	0	61	166.3497	0	0.0	0	0.0	347-bj	0.9908	33	1	76	152.2478	2	40.5578	4	53.7848	397-v	1.0	36	2	81	157.911	2	40.8531	4	53.6413	403-fy	0.0	31	0	60	145.2214	0	0.0	0	0.0	552-gi	0.0	36	0	75	157.7192	0	0.0	0	0.0
SRR493637.87489.2_3	161	1	F5WBQHT02JEGI9.2 length=487	22	783-bm	1.0	1.0	1.0	0.999	1.0	0.999	101	101	2429	2429	315-r	1.0	51	2	83	184.1244	2	46.5916	10	156.9676	358-acs	0.0	47	0	81	175.9966	0	0.0	0	0.0	337-abu	0.0	51	0	104	200.1492	0	0.0	0	0.0	376-abl	0.0	59	0	102	266.9194	0	0.0	0	0.0	320-bi	0.9921	53	1	89	193.8069	1	21.6433	4	57.1851	545-an	0.9995	60	1	112	216.2655	2	39.7628	5	65.5965	377-acd	0.0	57	0	105	229.9467	0	0.0	0	0.0	534-ab	1.0	51	2	97	233.55	2	43.8053	5	73.777	313-aam	0.0	42	0	73	155.1031	0	0.0	0	0.0	532-x	1.0	41	2	80	225.5004	2	49.5622	3	49.5856	358-aby	0.0	59	0	111	237.2583	0	0.0	0	0.0	487-bf	0.9983	55	1	86	190.182	1	19.9656	1	12.9273	634-ar	0.9987	47	1	78	209.2856	1	20.3491	2	28.1474	502-aca	0.0	54	0	96	199.0571	0	0.0	0	0.0	500-abw	0.0	52	0	83	219.3639	0	0.0	0	0.0	390-ace	0.0	58	0	202	519.6573	0	0.0	0	0.0	534-acd	0.0	56	0	255	532.8844	0	0.0	0	0.0	423-zc	0.0	44	0	116	326.1613	0	0.0	0	0.0	347-az	0.9989	52	1	202	417.2257	2	41.8174	7	97.0465	397-ac	0.9999	51	2	214	430.1533	2	42.1218	8	110.6144	403-acf	0.0	56	0	110	274.5075	0	0.0	0	0.0	552-aac	0.0	48	0	129	279.7017	0	0.0	0	0.0
SRR493637.45235.2_1	164	1	F5WBQHT01BM4IP.2 length=491	22	783-bn	1.0	1.0	1.0	0.999	1.0	0.999	82	82	2194	2194	315-an	0.9997	41	1	72	156.8006	1	22.8697	4	61.6385	358-aw	0.9991	41	1	73	155.7128	1	23.3534	2	30.7006	337-ws	0.0	41	0	89	168.1484	0	0.0	0	0.0	376-wd	0.0	49	0	89	228.6398	0	0.0	0	0.0	320-wr	0.0	41	0	75	160.3329	0	0.0	0	0.0	545-ag	0.9998	51	1	99	187.6664	1	19.5177	2	25.7586	377-wp	0.0	47	0	93	199.9415	0	0.0	0	0.0	534-vc	0.0	40	0	85	200.9135	0	0.0	0	0.0	313-aj	0.9999	38	1	68	141.8367	2	37.0464	4	49.6235	532-al	0.9999	34	1	74	204.7722	2	48.6556	3	48.6785	358-wq	0.0	50	0	96	201.4428	0	0.0	0	0.0	487-vm	0.0	45	0	74	160.6515	0	0.0	0	0.0	634-ax	0.995	42	1	73	192.2869	1	19.9769	2	27.6325	502-wu	0.0	46	0	84	170.9888	0	0.0	0	0.0	500-ar	0.9994	45	1	74	191.9998	1	21.1711	2	29.3018	390-ak	0.9973	49	1	188	474.7944	1	22.7319	3	47.8323	534-aw	0.9894	47	1	243	498.5184	1	22.5273	6	89.2728	423-ac	0.9999	39	1	110	303.6331	1	19.4375	3	41.4885	347-wy	0.0	43	0	190	385.2613	0	0.0	0	0.0	397-bg	0.998	42	1	204	402.5517	1	20.6757	4	54.2955	403-ba	0.9848	47	1	99	242.5375	1	19.6956	1	13.0682	552-vl	0.0	42	0	122	259.6853	0	0.0	0	0.0
SRR493637.216616.2_3	162	1	F5X2MQL02G9PHZ.2 length=487	22	783-bo	1.0	1.0	1.0	0.999	1.0	0.999	99	99	2442	2442	315-sq	0.0	45	0	89	196.2159	0	0.0	0	0.0	358-tj	0.0	48	0	95	205.1416	0	0.0	0	0.0	337-tc	0.0	53	0	91	174.0495	0	0.0	0	0.0	376-sf	0.0	46	0	85	221.0598	0	0.0	0	0.0	320-sy	0.0	51	0	94	203.4314	0	0.0	0	0.0	545-az	0.9975	58	1	105	201.4974	2	39.5174	8	104.3065	377-sr	0.0	48	0	96	208.9392	0	0.0	0	0.0	534-bj	0.9979	47	1	106	253.6441	1	21.7675	3	43.993	313-bj	0.9931	45	1	87	183.7078	1	18.7519	2	25.1181	532-bk	0.9963	41	1	86	240.9166	1	24.6281	2	32.853	358-sq	0.0	44	0	82	174.19	0	0.0	0	0.0	487-ry	0.0	45	0	83	182.4147	0	0.0	0	0.0	634-sb	0.0	43	0	68	181.3279	0	0.0	0	0.0	502-te	0.0	51	0	94	193.7069	0	0.0	0	0.0	500-bl	0.9872	54	1	91	239.0228	1	21.4325	3	44.4953	390-r	0.9998	46	2	173	442.3058	2	46.0252	12	193.6914	534-an	0.9985	53	1	247	512.9803	1	22.8054	8	120.4998	423-rg	0.0	38	0	102	285.0267	0	0.0	0	0.0	347-bp	0.9752	47	1	190	390.0176	1	20.7796	4	55.1128	397-sz	0.0	48	0	221	441.4816	0	0.0	0	0.0	403-aw	0.9935	51	1	96	238.0914	1	19.9388	1	13.2295	552-bj	0.9945	48	1	141	303.8333	2	36.7239	9	112.5671
SRR493637.88351.2_1	171	1	F5WBQHT02GKQY9.2 length=512	22	783-bp	1.0	1.0	1.0	0.999	1.0	0.999	165	165	4470	4470	315-bh	0.9843	70	1	228	476.2093	2	43.867	13	192.1246	358-bi	0.9851	69	1	289	591.217	1	22.3974	5	73.6097	337-ba	0.9986	73	1	309	559.8979	1	19.6555	8	104.7704	376-abn	0.0	71	0	280	689.8707	0	0.0	0	0.0	320-ba	0.999	67	1	192	393.6501	3	61.133	18	242.2841	545-adf	0.0	75	0	248	450.8693	0	0.0	0	0.0	377-acf	0.0	72	0	347	715.4794	0	0.0	0	0.0	534-zu	0.0	55	0	143	324.1708	0	0.0	0	0.0	313-aao	0.0	67	0	285	570.1278	0	0.0	0	0.0	532-zs	0.0	53	0	129	342.3551	0	0.0	0	0.0	358-aca	0.0	73	0	310	623.8639	0	0.0	0	0.0	487-aac	0.0	60	0	174	362.2847	0	0.0	0	0.0	634-aau	0.0	57	0	146	368.831	0	0.0	0	0.0	502-bi	0.9851	74	1	205	400.2119	1	20.6928	10	134.798	500-aby	0.0	71	0	169	420.5363	0	0.0	0	0.0	390-acg	0.0	75	0	186	450.5141	0	0.0	0	0.0	534-acf	0.0	65	0	168	330.546	0	0.0	0	0.0	423-ze	0.0	52	0	107	283.2618	0	0.0	0	0.0	347-bo	0.9807	80	1	197	383.1031	1	19.686	4	52.2121	397-bn	0.9913	67	1	164	310.3724	1	19.8293	2	26.0364	403-ach	0.0	70	0	172	404.1288	0	0.0	0	0.0	552-aae	0.0	62	0	153	312.3393	0	0.0	0	0.0
SRR493637.101016.2_3	175	1	F5WBQHT02IBEBZ.2 length=527	22	783-bq	1.0	1.0	1.0	0.999	1.0	0.999	47	47	931	931	315-z	0.9998	25	1	50	102.0448	1	21.4321	1	14.441	358-bu	0.0	22	0	48	95.9508	0	0.0	0	0.0	337-bw	0.0	22	0	51	90.2981	0	0.0	0	0.0	376-az	0.0	25	0	43	103.5228	0	0.0	0	0.0	320-bx	0.0	23	0	46	92.1563	0	0.0	0	0.0	545-bt	0.0	22	0	45	79.941	0	0.0	0	0.0	377-ag	0.9989	26	1	51	102.7533	1	21.5198	1	13.8953	534-cb	0.0	17	0	39	86.3894	0	0.0	0	0.0	313-al	0.9999	16	1	37	72.3248	1	17.3589	1	11.6261	532-ac	1.0	19	1	39	101.1369	1	22.7986	1	15.2062	358-bm	0.0	25	0	50	98.3232	0	0.0	0	0.0	487-ca	0.0	21	0	41	83.4147	0	0.0	0	0.0	634-aa	0.9999	17	1	32	78.9919	1	18.7212	2	25.8956	502-bq	0.0	18	0	42	80.1205	0	0.0	0	0.0	500-ba	0.9955	25	1	42	102.1231	1	19.8403	1	13.73	390-be	0.0	24	0	42	99.4038	0	0.0	0	0.0	534-bj	0.0	27	0	46	88.4379	0	0.0	0	0.0	423-bc	0.0	15	0	28	72.4303	0	0.0	0	0.0	347-bz	0.0	23	0	39	74.1092	0	0.0	0	0.0	397-cb	0.0	20	0	41	75.8195	0	0.0	0	0.0	403-aa	0.9998	27	1	42	96.427	1	18.4576	1	12.2467	552-ah	0.9999	17	1	36	71.8118	1	16.9979	1	11.5783
